"ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","informedConsent","age","studyExit","sex","country","selectionAlcohol","negativeresponsSelectionAlcohol","informationAlcohol","Intention_intend","Intention2willing","Intention3expect","curBeh","Attitude_bad_good","Attitude_unpleasant_pleasant","Attitude_harmful_beneficial","Attitude_boring_interesting","Importancescale_unimportant_important","Importancescale_notessential_essential","Importancescale_notsignificant_significant","information","Injunctivenorm_importantpeople","Injunctivenorm_mostpeopleapprove","Descriptivenorm_closefriends","Descriptivenorm_peoplelikeme","Perceivedcontrol_forme","Perceivedcontrol_reallywantto","Perceivedcontrol_confident","information.1","Selfidentity_rarelythinkabout","SelfidentityRestrainedAlcohol","Selfidentity_kindofperson","Selfidentity_restrainedalcoholimportant","Selfidentity_doingbehaviorimportant","Selfidentity_importantpart","Selfidentity_seemyselfas","Selfidentity_seemyselffollowingthebehaviorguideline","Selfidentity_givingupalcoholdrinking","Selfidentity_restrainedalcoholdrinkingmeansmore","Selfidentity_wrongbehaviormeansmorethanjusttheact","Selfidentity_behaviormeansmoretantheactself","Selfidentity_concernedwithnotdoingthebehaviorenough","Selfidentity_concernedwithdoingtherightbehavior","Selfidentity_wouldfeelatalossgivingupwrongbehavior","information.2","Past_haveused","Past_howoften","VerificationWorkerID","Endscreen","Browser.Meta.Info.Browser","Browser.Meta.Info.Version","Browser.Meta.Info.Operating.System","Browser.Meta.Info.Screen.Resolution","Browser.Meta.Info.Flash.Version","Browser.Meta.Info.Java.Support","Browser.Meta.Info.User.Agent","LocationLatitude","LocationLongitude","LocationAccuracy","NA..2","id","selfIdentitySelected","selfIdentity","attitude","importance","attitudeImportance","perceivedNorms","pbc","intention","pastBehavior","currentBehavior"
"1fcf8accbb5b5e384373b850f979727c5f762f68baf7bcc2695f696d8195166a","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","2cc31022ccd35ad53a298b88bd10707fb4f75d985d0d8e49ae5989f2dcfe3e28","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","29a3adade0ac10e71e0ecc7421c7f656d2b823b01dad61aad80c8843343a9368","fd77a437616cecbebf0411ca5719fe86f53d39b2207a12a2722a763acb9868f1","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,25,NA,1,1,1,NA,1,6,6,6,6,6,3,6,3,6,1,1,1,NA,6,6,6,6,6,6,1,2,2,6,2,2,6,6,6,6,2,2,5,2,2,6,1,6,6,"04e3efd9ba331aa2760cce3b853b911e4e731c4c0c7f8cc506599782d225cc2c","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","065238c2519372d77f700dc21b31675cbb874bbcf094f55af987a69c2ac2aee3","9c391c14b575efd0f99bcabf9635eaba75fa9b7c78aa0782aa328e7727dce6c8","f376a4809dd4e47f0a5b8afbc760fa35857db7625f13223c62dd955f06b9412a","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","0ec666f7e311eb44040f7664f27916570be2096b3922d3ea48357aa14bcac7bc","6e12280507a090a29f1156b417fcd6b7bad5ba914ec65d4de678585583355f76","fcd60f8f47fe62e40163e94091169c0a6d1b38e071e94c26ae2ce2cdcea863ff","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_199",5,4.09090909090909,4.5,2.66666666666667,3.71428571428571,6,6,6,6,6
"2506001cb45e1b8c8c4477845bad8f341aff9c9e6766b2e43ef94aba9f0acd5a","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","52e784f82284543330115f6057c9a04403333c806167c1b71de22eb1af3d4eea","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","29a3adade0ac10e71e0ecc7421c7f656d2b823b01dad61aad80c8843343a9368","f61a20cc0745c8ce070547e29fcdbf142cb3bd1c24c5f932f62f9864b6358c52","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,2,1,1,NA,1,7,7,7,7,7,7,7,4,7,7,7,1,7,7,6,6,7,7,7,1,1,2,7,7,7,6,7,7,6,5,5,3,2,6,7,1,7,7,"9ea8ef0c2ff99877368deeb977a071f2f2221f36d7b6e72fc04821327e06618f","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","9c391c14b575efd0f99bcabf9635eaba75fa9b7c78aa0782aa328e7727dce6c8","1e567a43e96f9fae73cb5adb6e02e8937030ecb7b704cb8a549db7e6bf8ce358","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","b31af91431434c02dcc5f7ad580a38d4a083dcaa5542472f2a9ef818dce4f73e","de5953c053b4cffb52ea1c77b33a31b0a25d4d205a41737dfa4b3febfea47ece","4ca14b01863a1587540233d9e8717067cbb63cdd0ecbeb2d70acf7cc79aeeebf","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_200",6.75,5.27272727272727,6.25,7,6.57142857142857,6.5,7,7,7,7
"45397af91e97244ac2ad09c686408909398211ead6ed1307ac3f205d14b648c1","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","20b7e75979effbea05e6f32cbf26dd314c7673f3c568632038ecdac2cc9fc949","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","920901d4758ce7865f5371525b11aca30846fa3fc23a6cc7c1862f8944dd8f78","ae6656a87647c9879702487c1b71a501aefb0bda8c70228c2d8f9553b1de830c","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,1,1,1,NA,1,4,5,5,5,5,5,6,5,5,5,5,1,5,5,5,6,5,5,6,1,5,3,3,5,3,3,4,2,3,5,4,2,5,3,2,1,2,3,"373deb38eb2a1c8364910a68815602039a66915f4d3d3557a2e7733d63b61efe","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","b6dd0d857310f6fb80423b35ce59e90c3f8b2af8c16a7c5163b7f38432af53c5","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","84da790febde85b1ae19552e569e6768c781317b80ab09999c2438944b425b04","dfdb6f4f548f86393b2ae299c5b2e805f72f5c0929c70cd70fbbf8b6e930fbb3","9d319b3e33857d91ca3e8d07327c0e2242de69dd976f1092703a22584cbd1743","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_201",3,3.27272727272727,5.25,5,5.14285714285714,5.25,5.33333333333333,4.66666666666667,2.5,5
"2f6b8f803c631c0414a3bbb29e3d9792b8f13663ffa98074c8a4d662eaf24929","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","07641189aa936b338e9d02f8b8668201e504c3f3c793c4cf62fe9ccd9a53dc0f","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","647efdca64a4b8e0661ea08a20eca32d6f388597e21ce1fc8e713f6bf7f84f02","7ba1f66ddfb7286f19cbd9b71456adc07561f042714b6d02773f472e52743ee1","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,1,1,1,NA,1,7,4,6,6,5,6,5,6,4,5,4,1,NA,6,6,6,6,7,7,1,2,3,6,1,1,5,6,6,2,7,6,2,3,5,5,1,7,7,"a6019915904e857bc09dece253fdcfec193b70f0e55bc0c649c722ef961846a8","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","f376a4809dd4e47f0a5b8afbc760fa35857db7625f13223c62dd955f06b9412a","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","84da790febde85b1ae19552e569e6768c781317b80ab09999c2438944b425b04","c3ef2e92af3bc951a87e248caca8d20281937f2722f34211340be7aab0251665","ce6ad3785577980c1717ca10d44d3c009a8f1d0eb19c3329ddf1806f751096cb","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_202",5.75,4.27272727272727,5.5,4.33333333333333,5,6,6.66666666666667,5.66666666666667,7,6
"660dff840ffb78b5c35b7a53924fbc6af4a4d2b487e20fe9ade125a8edf34531","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","1f52f33b985de86264f9f9995cdbd4c314f0f07cda0e69da00cd8523f8ecc061","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","c19320af5f013aab75991db69053663d6495d638856c0171c9b5154f8c684f15","56d52391534e5d4d6988dc578802effa59a32a299e12bcfd57bc35d43110eaab","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,1,1,1,NA,1,7,1,1,1,7,7,7,6,1,1,1,1,7,7,7,7,7,7,7,1,6,7,7,7,5,6,7,7,6,5,2,4,7,7,7,1,7,1,"65274af953640cf7caf341dc7a13e55ff5cc69d922e6c49318f9e8e9b42b7bc2","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","c314a86e3abecb7b0559a1d2bf0224a44fbc152e0017b0abdd77c4d01f26f2db","9157a2e3fc89e1a6a991e7358b68c8b1199225f1b3841ecc9c3322ebe18b9101","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","89d9cf4cadd32f6ef8fa294c9e05ecf50c23f23c0e0d1453d3428649ba04e80d","c5109e630c45e1c9d531809032355a0b5afb209d103697c4e2f3162a5c3d8a90","426dfb0fe7fb459bcbc3b7303b4a5ecc3cc344921692cc4a6dca60e8893bb0c1","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_203",7,5.90909090909091,6.75,1,4.28571428571429,7,7,3,4,1
"38e3fa8cb68d65e0b61718b872022806bc643ad8faed5f395d0930869b50f438","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","c6417af1bf96be5038094121dc9b48eb7f0e8d7044b171ad155fb9f9b7fb3527","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","8c03cc43ee69cf0657dbce26b3e35207315b51dad5b63f7db606f51346585f10","44f82b9d125b994e8bf188cf7df702f843658a579d4cb6defad1b1c988532eac","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,26,NA,1,1,1,NA,1,4,6,4,5,3,1,4,5,1,1,4,1,6,5,5,6,5,5,6,1,1,1,5,1,1,6,6,5,6,1,1,6,1,6,7,1,7,3,"899c658c896bb48cf9a7e7859612f6b9e4accb9328d80ab3a1709298bde354fd","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","e82a28f186c987d4b885ac04ee44f0c947371c2fc688fc454467eef053a2681e","e27fb5164dc3e1afdfd6ae0d9b6c27e66973d2d2bf148ba9044627b52c5be7f2","9c391c14b575efd0f99bcabf9635eaba75fa9b7c78aa0782aa328e7727dce6c8","f376a4809dd4e47f0a5b8afbc760fa35857db7625f13223c62dd955f06b9412a","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","7229b362896c14079b8996f6d080ccb8b50ee7f937c2bb4feee76eb97971c33b","356ddef0521997248fba9fbd417f02237ab1101c147e0ee3bfdaa3d8a3fcf778","35b2858303301d16ce930ab1b951ba1942ffb80eb283cc331499aef6e7b1f05e","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_204",5.5,4.09090909090909,3.25,2,2.71428571428571,5.5,5.33333333333333,4.66666666666667,5,5
"95fae2d6332883a34deaf48432a7e134f4d7fb011995c910fbc25e195a1d5428","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","2110e4717142085f363e09c8163c572496fb919ab31f4aa57cee6c0e14120ddf","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","2e83f36b618acc6b1e07edbc07ec4d802ad2f80ae7235eeed6b9f695b9fdd123","19a552efa8d08c504f35a066883dd2132ba1b0aee54a16dab01af0584e639fad","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,21,NA,2,1,1,NA,1,3,4,4,3,4,4,4,4,4,4,4,1,5,5,4,5,5,6,6,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,1,2,3,"7bb8cba805d5d10442d21e44805885da3ee10aa6158fbd5b2ca1178beeba6325","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","1e567a43e96f9fae73cb5adb6e02e8937030ecb7b704cb8a549db7e6bf8ce358","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","84da790febde85b1ae19552e569e6768c781317b80ab09999c2438944b425b04","e464b6af1a577f8eaa5eb0c675d4a32e79e9399d476a07309714f5e3a5f3817e","7d44dbb3b5e342fc39e256ea42f0aec5426f47cfd05b6cafd4029f38e1aa2dd3","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_205",3.75,3.81818181818182,4,4,4,4.75,5.66666666666667,3.66666666666667,2.5,3
"c77f693dde8023501d64f45ed0f58189ebbdddadac98fe9aa5864cbe544df24d","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","6fa1aafbbfefeb0a853ae753d61893135e533e1cad0bcaff88f77a9f746e9673","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","ad08201d8de9cc2c9488d33d2756c2200a84d0c97db5218c3810027763745b54","29ea4487146b7a64832818c1f623d1f86af46e5edd8f5476ed09f1df220f9a01","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,24,NA,1,1,1,NA,1,1,5,7,2,1,3,1,7,1,1,1,1,1,6,6,7,7,7,7,1,1,1,7,7,7,6,2,7,0,1,1,0,1,7,7,1,2,2,"df9d4f5a5d78ce1c86671f433abc4909b055af32fd743fed0d8e552ce24cdfdc","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","9c391c14b575efd0f99bcabf9635eaba75fa9b7c78aa0782aa328e7727dce6c8","ad33983f380aec26e13c398f3f1b70c9f0bbfa6802999e1888981649b690d1fe","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","cc3ee806bcd4cff1ccdca0aa4e29ef1962c9d5b46edfb128f7b86a293009ce59","0112916d6a414ea964bc8319cbfbd9773400a6b1b808053713b818868f5f56f5","c3a9ac924c989fcac606a9b89a1a5ca2b604e1686da7e5af7bccf6d48c422b5c","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_206",5.75,4.18181818181818,3,1,2.14285714285714,5,7,4.33333333333333,2,2
"e909095ac2804c2a9ebbe24afac58677c32b7912571b07cd0fd0b4cd1af4aa12","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","198fa6406fd6a37f772f9f73ebabcb3effaa24abdb905f161bf9862b877e8e09","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","6436f0603f0b1ddcf53c83a83768eb8543e2789ddd0d31706ca4f985eed57cb8","ebfac87319d6580c56556c11d3ce2982a7abb1dd8ca046a197515f9f119d5dd3","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,23,NA,1,1,1,NA,1,6,6,6,5,6,6,7,3,6,4,6,1,6,6,3,5,6,5,6,1,3,3,6,3,3,2,5,5,2,3,5,2,3,3,3,1,3,6,"07300e0ae0e41acb084d9351ee1f3b9ebbd96b691432af4646f14652fcde2944","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","d7bfc2c6b69a4bb3adecd1e4dcb1bc3dd8701be720971c3911f350db63f9cd08","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","84da790febde85b1ae19552e569e6768c781317b80ab09999c2438944b425b04","b5618d4d47a8729561d591abf7f2f0a9f7fc09e0509d4f9a5320b4c37d35aa13","e6ea05586d4d91477b0d7814d0323f1639619e5a3c4e2b31776d21492357703f","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_207",4.75,3.63636363636364,5.5,5.33333333333333,5.42857142857143,5,5.66666666666667,6,4.5,5
"72c77ec05603a7d779882a20d75e61cef3e92a029ddbf8d10a646901dc79dc89","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","9c6026b858038292689191ca232f477de69d2f83bff4255c2ec89ec9c4f57b2f","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","4ec8fdf9ec27df398fa5e701227304458977a2f3ebc7cb8d1c1b91bff8094309","c5dee9d1935851fd4678fc56748a5720ed3fbb8cfef354d6ec2c39ba009659bf","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,22,NA,1,1,1,NA,1,2,3,7,2,6,7,7,2,3,2,4,1,3,7,5,5,6,7,7,1,6,6,5,3,1,6,4,6,0,3,5,5,3,3,7,1,2,2,"bbc53d6840449af11c9b3b143bb1351b5f68efef528b908a4faa4a8747306199","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","d4474fa388d09d275e673574810a4061d94c70807d6052ea5b796a9bcbb281ad","869e20a4c64633c1984d7b5c0487058ab784079b97e9db17f12a46738dbbd227","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","84da790febde85b1ae19552e569e6768c781317b80ab09999c2438944b425b04","d22eac61358cf07d1b93f286c2c5933b658d2b40fc00c9039f5f147eba1f35b4","7adb63b3d0b0b40da13280d90f7d168e6cad8610aac9b2802389bd1aac51064f","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_208",4.5,4.63636363636364,5.5,3,4.42857142857143,5,6.66666666666667,4,2,2
"5f1997899acf49b1cb203a4d41fd7240fcee294e737f314773e0e909e62a059c","217c8bcfa93ad4f5841db8960f237a51c0e19d7fc31e50578ec1b6a69e3e8462","2e1a524bd5cf86f3b356b9010b0d047d2f356672d080accd588e917e95a83792","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","fee75ce7cab7ed50bb8ee356fc63a24662619acb98ebc5a7f32013fd0390dbd0","310d0560c4220f87af72b00f3f43f8b31624444e5ca694be7b86962de2586390","7967f4ee6a35663489495b245183f02ca898c8f07c4fe0e608a84e02ca2932e9","638fadcaac95d5c8ef21623fc7b6d1fd553b451b23ff2d8dad555f44134eb4bc","a2efca4802daef651e21e9e4fc379551d69e5e155d61cb3a0d7c256525fe98ea","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9",1,20,NA,2,1,1,NA,1,7,7,7,6,7,7,7,4,5,5,5,1,2,7,3,3,7,7,7,1,6,7,6,6,4,6,7,6,6,3,5,3,7,6,7,1,5,6,"5c50bb1e4a0071605ceb3b07145e681278e982f743c7b835f492b7c12a54b0a3","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","bdbf88b66ad3e15f2f7e1c97c4114db52db4a911c0bf7ad27861378f704a36b3","383d6578071349561d841836cdafa7c16bc53efec2009ac3bcf63a908c0707b4","c314a86e3abecb7b0559a1d2bf0224a44fbc152e0017b0abdd77c4d01f26f2db","74503fcc81bf852878003f29f7aa1d5ad0e31dba341bb20c0a6fb46e7f91e1e2","e840505b6d91e4c40492aa419cc55dfe460fa00aa3ef571217299e1ad38f9477","ef2c2a6879b8440cb8e239815907301e0139df7fc0d1076ea973ac855b7401c9","89d9cf4cadd32f6ef8fa294c9e05ecf50c23f23c0e0d1453d3428649ba04e80d","23be25523f99cdcab6319b6b3caa34c853ad039bc3284dffb8cac86ee921948c","d1839958d2b57822aa214e0d1f4c62ab9e2b1f0984018783e85ffa5fea660b08","f07b8b08b11d9660222dbb6a7cdc4b6d5e173f708843b8fcf0775408011bf2f8",NA,"alcohol_209",6.25,5.72727272727273,6.25,5,5.71428571428571,3.75,7,7,5.5,6
